SAUID,system,dia_mm,year,length_m
5176,汚水,200.0,1994.0,15.1836645215219
5178,汚水,400.0,2001.0,56.555753162907834
5179,汚水,200.0,1994.0,37.82674928954238
5180,汚水,200.0,1994.0,28.910173377298698
5181,汚水,200.0,1994.0,17.84899999999834
5182,汚水,200.0,1994.0,3.378497875042923
5183,汚水,200.0,1994.0,20.585090222734348
5184,汚水,200.0,1994.0,11.768328226489643
5185,汚水,200.0,1994.0,1.5846697501901121
5186,汚水,400.0,2007.0,158.63651038401824
5187,汚水,200.0,1994.0,69.71777992570526
5188,汚水,200.0,1994.0,3.386306331295679
5189,汚水,200.0,1994.0,40.84981872784813
5190,汚水,200.0,1994.0,21.57603048776047
5191,汚水,200.0,1994.0,36.89800000000105
5192,汚水,200.0,1994.0,1.8452453521915486
5193,汚水,200.0,1994.0,41.12060410020017
5194,汚水,200.0,1994.0,13.375657876513621
5195,汚水,200.0,1994.0,47.70913110996155
5196,汚水,200.0,1994.0,6.308932284071106
5197,汚水,200.0,1994.0,18.48177464200512
5198,汚水,200.0,1994.0,11.955182897289244
5199,汚水,200.0,1994.0,53.52741242354277
5200,汚水,200.0,1994.0,3.5509868664503497
5201,汚水,200.0,1994.0,44.867943149323644
5202,汚水,200.0,1994.0,49.639538883350326
5203,汚水,200.0,1994.0,30.064840397883046
5204,汚水,200.0,1994.0,49.3500996531705
5205,汚水,200.0,1994.0,59.155844516139524
5206,汚水,200.0,1994.0,14.926182020661482
5207,汚水,200.0,1994.0,56.425083164658716
5208,汚水,200.0,1994.0,43.201770858237516
5208,汚水,200.0,1994.0,26.098159697716394
5209,汚水,200.0,1994.0,34.300320130552294
5210,汚水,200.0,1994.0,20.137172810990897
5211,汚水,200.0,1994.0,39.82909400805001
5212,汚水,200.0,1994.0,31.90440084556169
5213,汚水,200.0,1994.0,66.32660490976315
5214,汚水,200.0,1994.0,6.779142117640417
5215,汚水,200.0,1994.0,35.72943191617401
5216,汚水,200.0,1994.0,48.516109028222466
5217,汚水,200.0,1994.0,44.25423577954222
5218,汚水,200.0,1994.0,11.798679153531141
5220,汚水,600.0,1989.0,35.93846140893891
5221,汚水,200.0,1995.0,60.44394300169999
5222,汚水,200.0,1995.0,13.153850524470478
5223,汚水,200.0,1995.0,41.654351407174985
5224,汚水,200.0,1995.0,15.727609678998293
5225,汚水,200.0,1995.0,31.42549320349425
5226,汚水,200.0,1995.0,16.47188895528992
5228,汚水,200.0,1996.0,37.64524454711342
5229,汚水,200.0,1994.0,13.225213173325548
5230,汚水,150.0,2001.0,58.0289059966804
5231,汚水,150.0,2001.0,36.817199599590886
5232,汚水,150.0,2001.0,66.05740948716176
5233,汚水,200.0,2007.0,1.5941646337809305
5234,汚水,250.0,2007.0,19.433075925856844
5235,汚水,200.0,1994.0,26.450117221389824
5236,汚水,200.0,1994.0,40.90458353254152
5237,汚水,200.0,1994.0,38.85840165347665
5238,汚水,200.0,1994.0,28.851618687129953
5239,汚水,200.0,1994.0,14.852497938939633
5240,汚水,200.0,1994.0,65.22879220600738
5241,汚水,200.0,1994.0,24.252435128709955
5242,汚水,200.0,1994.0,41.19988395767921
5243,汚水,200.0,1994.0,39.40061556481034
5244,汚水,200.0,1994.0,5.364006857286792
5245,汚水,200.0,1994.0,20.50462615180656
5246,汚水,200.0,1994.0,20.387390525860372
5247,汚水,200.0,1994.0,28.330757584260986
5248,汚水,200.0,1994.0,25.173085442830697
5249,汚水,200.0,1994.0,11.268566174796069
5250,汚水,200.0,1994.0,12.50011363577669
5251,汚水,200.0,1994.0,15.506808259551516
5252,汚水,200.0,1994.0,65.31902642810574
5253,汚水,200.0,1994.0,62.48003341295153
5254,汚水,200.0,1994.0,35.846046941833755
5255,汚水,200.0,1994.0,15.602216345552867
5256,汚水,200.0,1994.0,34.77723325125437
5257,汚水,200.0,1994.0,18.97567035205831
5258,汚水,200.0,1994.0,34.6693501881208
5259,汚水,200.0,1994.0,63.130968805541436
5260,汚水,200.0,1994.0,49.926355660396425
5261,汚水,200.0,1994.0,6.801441737370141
5262,汚水,200.0,1994.0,37.40675855335337
5263,汚水,200.0,1994.0,36.37703695464853
5264,汚水,200.0,1994.0,13.746665499700558
5267,汚水,200.0,1995.0,45.116292459721414
5268,汚水,200.0,1995.0,39.29319601816151
5269,汚水,200.0,1995.0,29.149386025097424
5270,汚水,200.0,1995.0,34.691604286253025
5271,汚水,200.0,1995.0,35.522719919515964
5272,汚水,200.0,1995.0,8.48413251348626
5273,汚水,200.0,1995.0,6.60303048149951
5274,汚水,200.0,1995.0,27.3745596260329
5275,汚水,200.0,1995.0,5.221410584175549
5276,汚水,200.0,1995.0,24.656338357625454
5277,汚水,200.0,1995.0,30.813088372072144
5278,汚水,200.0,1995.0,29.09906561158741
5279,汚水,200.0,1995.0,34.600141796279495
5280,汚水,200.0,1995.0,34.43416891356625
5281,汚水,200.0,1995.0,25.476484303443293
5282,汚水,200.0,1995.0,60.15000070479458
5283,汚水,200.0,1995.0,48.82376895037737
5284,汚水,200.0,1995.0,5.567596193396362
5285,汚水,200.0,1995.0,5.437668757193812
5286,汚水,200.0,1995.0,35.282767056577754
5287,汚水,200.0,1995.0,8.162085153330457
5288,汚水,200.0,1995.0,5.905327432057362
5289,汚水,200.0,1995.0,14.803144083800078
5290,汚水,200.0,1995.0,49.90029151704625
5291,汚水,200.0,1995.0,45.16279726489798
5292,汚水,200.0,1995.0,44.88974038189661
5293,汚水,200.0,1995.0,45.256119809065424
5294,汚水,200.0,1995.0,39.827489669166496
5295,雨水,1200.0,1999.0,76.43717068470339
5296,雨水,1350.0,1999.0,16.09185851296585
5297,雨水,1350.0,1999.0,18.54834073249195
5298,雨水,1350.0,1999.0,58.674155517071696
5299,雨水,1400.0,1999.0,18.570968438424746
5300,雨水,600.0,2011.0,59.162405884571555
5302,雨水,700.0,1992.0,14.184415177745075
5303,雨水,800.0,1992.0,54.18614982345768
5304,雨水,800.0,1992.0,45.53577951968903
5305,雨水,1500.0,1992.0,9.8921837641743
5306,雨水,1500.0,1992.0,61.17389189148773
5307,雨水,1500.0,1992.0,5.517596689283632
5308,雨水,1500.0,,104.70337858643654
5310,雨水,1650.0,,97.94892842328082
5311,雨水,1650.0,,28.10337365635942
5312,雨水,1650.0,1995.0,93.59717441240487
5313,雨水,1650.0,,10.27710492058193
5315,雨水,900.0,,3.726960610480919
5316,雨水,500.0,2002.0,40.344364431695766
5317,雨水,600.0,2002.0,50.86547706195293
5318,雨水,700.0,2002.0,47.76423390665125
5319,雨水,1200.0,2007.0,90.11667553521964
5320,雨水,1500.0,2007.0,11.552615434484746
5321,雨水,500.0,2009.0,55.137981623585475
5322,雨水,500.0,2009.0,70.00842137835436
5323,雨水,1100.0,2009.0,28.14896932559765
5324,雨水,1100.0,2009.0,20.181196679835498
5325,雨水,1100.0,2009.0,13.875792102279291
5326,雨水,500.0,2009.0,22.964100290283497
5327,雨水,1200.0,2009.0,30.36308746755724
5328,雨水,1200.0,2009.0,30.09299999999348
5329,雨水,1200.0,2009.0,30.718169454023727
5330,雨水,1200.0,2009.0,19.858120903911146
5331,雨水,1200.0,2009.0,18.97919349937903
5332,雨水,1200.0,2009.0,18.93875821146564
5333,雨水,350.0,2009.0,44.56123239273433
5334,雨水,350.0,2009.0,45.050606484177905
5335,雨水,1350.0,2009.0,80.99631835106244
5336,雨水,1350.0,2009.0,81.95732615060957
5337,雨水,450.0,2009.0,12.412967651410353
5338,雨水,450.0,2009.0,9.030664574599912
5339,雨水,450.0,2009.0,21.752208077006692
5340,雨水,500.0,2009.0,46.47774636174596
5341,雨水,500.0,2009.0,44.804444989427544
5342,雨水,400.0,2009.0,10.246605518932444
5343,雨水,400.0,2009.0,34.29104739160541
5344,雨水,500.0,2009.0,28.938728490543006
5345,雨水,500.0,2009.0,40.10794634685772
5346,雨水,600.0,2009.0,57.63720436917462
5347,雨水,700.0,2009.0,26.9860002697303
5348,雨水,1500.0,2006.0,46.23367198798707
5349,雨水,450.0,2009.0,45.77615546384649
5350,雨水,500.0,2009.0,42.620970328792694
5351,雨水,500.0,2009.0,43.941387378257396
5352,雨水,1500.0,2009.0,48.252696922323366
5353,雨水,350.0,2009.0,46.398620086509915
5354,雨水,400.0,2009.0,56.3901113772254
5355,雨水,400.0,2009.0,34.89779750295931
5356,雨水,1500.0,2009.0,23.644132542513006
5357,雨水,500.0,2009.0,30.20096076222401
5358,雨水,500.0,2009.0,87.65404832613031
5359,雨水,500.0,2009.0,17.292438708274425
5360,雨水,500.0,2009.0,13.244178021051368
5361,雨水,4000.0,2009.0,34.00470956535935
5362,雨水,700.0,2007.0,46.44826358727349
5363,雨水,600.0,2007.0,46.60284552385451
5364,雨水,500.0,2007.0,36.28318596530212
5365,雨水,400.0,2007.0,37.40459953854312
5366,雨水,1500.0,2009.0,14.526955696196389
5367,雨水,500.0,2009.0,50.43273401054494
5368,雨水,2000.0,2009.0,63.233392776675466
5369,雨水,1400.0,2009.0,42.162234363599055
5370,雨水,1400.0,2009.0,1.8786636895749886
5371,雨水,2000.0,2009.0,46.43475770257899
5372,雨水,500.0,2009.0,40.86445033001524
5373,雨水,500.0,2009.0,4.892927387479185
5374,雨水,2000.0,2009.0,51.94228728887996
5376,雨水,500.0,2009.0,50.44169061817542
5377,雨水,1000.0,2009.0,47.30178375112917
5378,雨水,1000.0,2009.0,44.01466363529453
5379,雨水,500.0,2009.0,53.248336636556225
5380,雨水,1200.0,2009.0,52.05995442092432
12825,汚水,250.0,1987.0,14.736616103533935
12826,汚水,250.0,1987.0,49.70639045107515
12827,汚水,250.0,1987.0,21.074973966460792
12828,汚水,250.0,1987.0,15.104674094760275
12829,汚水,250.0,1987.0,34.89397101052594
12830,汚水,250.0,1987.0,33.066714990195635
12831,汚水,250.0,1987.0,32.79135044033076
12832,汚水,250.0,1987.0,39.27658728337864
12833,汚水,250.0,1987.0,5.368950340819912
12834,汚水,250.0,1988.0,23.937654513801093
12835,汚水,250.0,1988.0,14.067454810560449
12836,汚水,250.0,1988.0,26.123403929601164
12837,汚水,250.0,1988.0,38.409039786483916
12838,汚水,250.0,1988.0,18.213823307913525
12839,汚水,250.0,1988.0,30.01778309283818
12840,汚水,250.0,1988.0,34.01161720085087
12841,汚水,250.0,1988.0,38.070993135168806
12842,汚水,250.0,1988.0,39.6232164203272
12843,汚水,250.0,1988.0,19.989503803129157
12844,汚水,250.0,1988.0,28.029617710654342
12845,汚水,250.0,1988.0,11.008836004959393
12846,汚水,250.0,1988.0,45.16387493515598
12847,汚水,250.0,1988.0,47.283349855852066
12848,汚水,250.0,1988.0,14.815491298552224
12849,汚水,250.0,1988.0,31.057671065674114
12850,汚水,250.0,1988.0,14.910617901515128
12851,汚水,250.0,1988.0,32.61410242897646
12852,汚水,250.0,1988.0,6.124846524646616
12853,汚水,250.0,1988.0,14.226974575702648
12854,汚水,250.0,1988.0,42.04188089165377
12855,汚水,250.0,1988.0,4.553296097958283
12856,汚水,250.0,1988.0,27.21137488513483
12857,汚水,250.0,1988.0,31.2586164122373
12858,汚水,900.0,1988.0,50.827536074712036
12859,汚水,250.0,1988.0,22.263140405976195
12860,汚水,250.0,1988.0,5.104666568411933
12861,汚水,250.0,1988.0,2.5256115716112006
12862,汚水,250.0,1987.0,4.813008586390313
12864,汚水,250.0,1987.0,40.016832608948626
12865,汚水,250.0,1987.0,49.60624745236796
12866,汚水,250.0,1991.0,39.22689058676589
12867,汚水,250.0,1987.0,5.4381227759139055
12868,汚水,900.0,1987.0,77.58249608194832
12869,汚水,250.0,1988.0,23.876349512897875
12870,汚水,250.0,1988.0,14.854096954220934
12871,汚水,250.0,1988.0,34.049596485453854
12872,汚水,250.0,1988.0,6.2441991359081985
12873,汚水,250.0,1988.0,37.014199141957896
12874,汚水,250.0,1988.0,14.140028591038432
12875,汚水,250.0,1988.0,10.510445998669962
12876,汚水,250.0,1988.0,31.73597830399558
12877,汚水,250.0,1988.0,28.871885987328355
12878,汚水,250.0,1988.0,13.29101882790109
12879,汚水,250.0,1988.0,23.987517892071924
12880,汚水,250.0,1988.0,17.469791192854206
12881,汚水,250.0,1988.0,20.721212059488085
12882,汚水,250.0,1988.0,15.954698827713255
12883,汚水,250.0,1988.0,26.62246998010753
12884,汚水,250.0,1988.0,8.09980545670319
12885,汚水,250.0,1987.0,43.303169092548345
12886,汚水,250.0,1987.0,47.397310662165324
12887,汚水,250.0,1987.0,22.374829658995054
12889,汚水,250.0,1988.0,7.9247743158552755
12891,汚水,250.0,1988.0,24.95929145985912
12892,汚水,250.0,1988.0,26.92633681771708
12893,汚水,250.0,1988.0,33.12161806561984
12894,汚水,250.0,1988.0,33.15104897233718
12895,汚水,250.0,1988.0,8.461244564384314
12896,汚水,250.0,1988.0,5.2846445167426
12897,汚水,250.0,1988.0,2.2210559517281636
12898,汚水,250.0,1988.0,15.59215548812887
12899,汚水,250.0,1988.0,17.07372836648784
12900,汚水,250.0,1988.0,18.310779908480953
12901,汚水,250.0,1988.0,22.58869503024104
12902,汚水,250.0,1988.0,16.476297551402105
12903,汚水,250.0,1988.0,14.690295725006898
12904,汚水,250.0,1988.0,8.459495259757704
12905,汚水,250.0,1988.0,5.554441644753449
12906,汚水,250.0,1988.0,19.151926268823445
12907,汚水,250.0,1988.0,23.909531450511242
12908,汚水,250.0,1988.0,25.548019087601038
12909,汚水,250.0,1988.0,7.9888651659366845
12910,汚水,250.0,1988.0,43.855317783546354
12911,汚水,250.0,1988.0,27.25089707156925
12912,汚水,250.0,1988.0,28.959223429723522
12913,汚水,250.0,1988.0,4.718798951940446
12914,汚水,250.0,1988.0,37.17883914115289
12915,汚水,250.0,1988.0,27.78714040939029
12916,汚水,250.0,1988.0,26.53573384327789
12917,汚水,250.0,1988.0,9.360041152092615
12918,汚水,250.0,1988.0,26.801624758897248
12919,汚水,250.0,1988.0,28.09271517720165
12920,汚水,250.0,1988.0,47.772995453812186
12921,汚水,250.0,1988.0,18.841523559026875
12922,汚水,250.0,1988.0,5.562924498793251
12923,汚水,250.0,1988.0,12.859252765068383
12924,汚水,250.0,1988.0,37.76367076079505
12926,汚水,800.0,1988.0,18.21786904423474
12927,汚水,250.0,1988.0,21.502203286014204
12928,汚水,250.0,1988.0,36.86566150834657
12929,汚水,250.0,1988.0,17.51273319669773
12930,汚水,250.0,1988.0,15.618996377089449
12931,汚水,250.0,1988.0,4.903094433392685
12932,汚水,250.0,1988.0,23.17910833041541
12933,汚水,250.0,1988.0,18.856209229877603
12934,汚水,250.0,1988.0,14.966809483686355
12935,汚水,250.0,1988.0,5.2530867728792225
12936,汚水,250.0,1988.0,20.40236314667169
12937,汚水,250.0,1988.0,20.63592265864175
12938,汚水,250.0,1988.0,29.0645013108763
12939,汚水,250.0,1988.0,48.89739817030556
12940,汚水,250.0,1987.0,23.447908531379152
12941,汚水,250.0,1987.0,43.32057640486924
12942,汚水,250.0,1987.0,7.427840735125579
12943,汚水,250.0,1987.0,37.876186065528664
12944,汚水,250.0,1987.0,23.08190583647727
12945,汚水,250.0,1987.0,8.71359870206802
12947,汚水,250.0,1987.0,26.966780168459305
12948,汚水,250.0,1987.0,32.245453125726385
12949,汚水,250.0,1987.0,21.152285195312277
12950,汚水,250.0,1987.0,38.90160254977024
12951,汚水,250.0,1987.0,30.088668098000834
12952,汚水,250.0,1987.0,9.193684642280672
12953,汚水,250.0,1987.0,39.248657287358114
12954,汚水,250.0,1987.0,30.81914029743965
12955,汚水,250.0,1987.0,15.634078502714074
12956,汚水,250.0,1987.0,28.81973919712144
12957,汚水,900.0,1987.0,62.891951280374904
12958,汚水,250.0,1987.0,28.447967482623273
12959,汚水,250.0,1987.0,32.70827573177339
12960,汚水,900.0,1987.0,92.82740354100021
12962,汚水,250.0,1987.0,32.3167650659653
12963,汚水,250.0,1987.0,9.334713036379334
12964,汚水,250.0,1987.0,9.20717853692219
12965,汚水,250.0,1987.0,17.060986054995716
12966,汚水,250.0,1987.0,8.138611702819567
12967,汚水,200.0,1987.0,11.116425025433907
12968,汚水,250.0,1987.0,19.110618548133267
12969,汚水,250.0,1987.0,28.3728460507912
12970,汚水,900.0,1988.0,60.506460719525194
12971,汚水,250.0,1987.0,4.590642692644301
12972,汚水,150.0,1988.0,30.687813546083856
12974,汚水,250.0,1987.0,39.94359092774284
12975,汚水,250.0,1987.0,9.128605032979996
12977,汚水,250.0,1987.0,31.098999063981726
12978,汚水,250.0,1987.0,11.70927819671182
12979,汚水,250.0,1987.0,7.549284139369841
12980,汚水,250.0,1987.0,24.74884549474441
12981,汚水,250.0,1987.0,19.149319746776552
12982,汚水,250.0,1987.0,7.758867232846296
12983,汚水,250.0,1987.0,2.9615498486260026
12984,汚水,250.0,1987.0,4.67759204933305
12985,汚水,250.0,1987.0,19.437382748951794
12986,汚水,250.0,1987.0,32.61686001134595
12987,汚水,250.0,1987.0,25.471622012610183
12988,汚水,250.0,1987.0,15.062385976552202
12989,汚水,250.0,1987.0,18.03818286364596
12990,汚水,250.0,1987.0,27.6111978613508
12991,汚水,250.0,1987.0,31.05545641220088
12992,汚水,250.0,1987.0,2.8643136041951482
12993,汚水,250.0,1987.0,17.506759942493623
12994,汚水,250.0,1987.0,31.07528719470986
12995,汚水,250.0,1987.0,4.703302278065945
12996,汚水,250.0,1987.0,32.68156186113455
12997,汚水,250.0,1987.0,36.81423510785044
12998,汚水,250.0,1987.0,5.001305817565913
12999,汚水,250.0,1987.0,17.878778829894983
13000,汚水,250.0,1987.0,38.09506732761785
13001,汚水,250.0,1987.0,11.115876232783519
13002,汚水,250.0,1987.0,10.083815428370244
13003,汚水,250.0,1987.0,18.822295006282637
13005,汚水,250.0,1987.0,21.961414512862763
13007,汚水,250.0,1988.0,49.68691231880384
13009,汚水,200.0,1993.0,35.044716163052485
13011,汚水,200.0,1993.0,56.297652016450414
13012,汚水,200.0,1993.0,56.916520755425225
13014,汚水,200.0,1993.0,50.98278523582202
13015,汚水,200.0,1993.0,3.992274267318606
13016,汚水,200.0,1993.0,10.475552616080446
13017,汚水,200.0,1993.0,23.7760841717672
13018,汚水,200.0,1993.0,36.865125561234144
13019,汚水,200.0,1994.0,56.65545508890916
13020,汚水,200.0,1993.0,7.621128165029936
13021,汚水,200.0,1993.0,26.77281019558472
13022,汚水,200.0,1993.0,53.59729435250297
13023,汚水,200.0,1993.0,33.950153126119964
13024,汚水,200.0,1993.0,21.347775695108524
13025,汚水,200.0,1993.0,26.266571431979017
13026,汚水,200.0,1993.0,63.013764833414726
13027,汚水,200.0,1993.0,13.706776575390236
13028,汚水,200.0,1993.0,48.1875178614948
13029,汚水,200.0,1993.0,52.927498962767366
13030,汚水,250.0,1993.0,49.56232549382816
13033,汚水,200.0,1996.0,49.10639152764658
13034,汚水,200.0,1996.0,50.663853955899015
13035,汚水,200.0,1996.0,48.13375603357036
13036,汚水,500.0,1991.0,34.38900476431207
13037,汚水,200.0,1996.0,44.45904838833676
13038,汚水,200.0,1996.0,50.29375345858463
13039,汚水,200.0,1996.0,47.077053801684976
13040,汚水,200.0,1996.0,4.050960102485379
13041,汚水,200.0,1996.0,31.31008205717326
13042,汚水,200.0,1996.0,26.696729397469564
13043,汚水,200.0,1996.0,33.98579143868648
13045,汚水,200.0,1996.0,40.52552488248963
13046,汚水,200.0,1996.0,39.33469311343053
13047,汚水,200.0,1996.0,40.5101617889013
13048,汚水,200.0,1996.0,45.994469085023916
13049,汚水,200.0,1996.0,45.611052039678036
13050,汚水,200.0,1996.0,29.724884187944763
13051,汚水,200.0,1996.0,28.986093438537328
13053,汚水,200.0,1996.0,34.75957968026749
13054,汚水,200.0,1996.0,23.165252156211835
13055,汚水,200.0,1996.0,21.92126109641614
13056,汚水,200.0,1996.0,31.14641481158515
13057,汚水,200.0,1996.0,26.18022620407238
13058,汚水,200.0,1996.0,26.491950694369827
13059,汚水,200.0,1996.0,40.26230993637348
13061,汚水,200.0,1996.0,27.216034985834654
13062,汚水,200.0,1996.0,30.512370582402323
13064,汚水,200.0,1996.0,46.1356662144363
13066,汚水,200.0,1996.0,32.036591658793235
13067,汚水,200.0,1996.0,35.688669246384784
13068,汚水,200.0,1996.0,33.11409746701284
13069,汚水,200.0,1996.0,37.545868412453345
13072,汚水,150.0,2005.0,75.1486651324666
13073,汚水,200.0,1996.0,28.180630514618233
13074,汚水,200.0,1996.0,30.003083528823897
13075,汚水,200.0,1996.0,50.42507783154316
13076,汚水,200.0,1996.0,41.90864687723763
13077,汚水,200.0,1996.0,46.119451238730385
13078,汚水,200.0,1996.0,42.180708962550916
13079,汚水,200.0,1996.0,38.26880186795267
13081,汚水,200.0,1996.0,38.964761345727425
13082,汚水,200.0,1996.0,40.94185519580876
13083,汚水,200.0,1996.0,44.80263759892077
13084,汚水,200.0,1996.0,45.965140861197526
13085,汚水,200.0,1996.0,41.30385448024648
13086,汚水,200.0,1996.0,39.490844605715544
13087,汚水,200.0,1996.0,25.783400569384668
13088,汚水,200.0,1996.0,47.836817508966384
13089,汚水,200.0,1996.0,50.03187305693124
13090,汚水,200.0,1996.0,49.903777593471276
13091,汚水,200.0,1996.0,46.10831162151995
13092,汚水,200.0,1996.0,47.03849377327577
13093,汚水,200.0,1996.0,45.769978923775064
13094,汚水,200.0,1996.0,49.968486067517524
13096,汚水,200.0,1996.0,48.45567275480238
13097,汚水,200.0,1996.0,43.150799457236644
13098,汚水,200.0,1996.0,43.15560155330854
13099,汚水,200.0,1996.0,43.064061346648536
13100,汚水,200.0,1996.0,6.458489635075479
13101,汚水,200.0,1996.0,31.83343960476782
13102,汚水,200.0,1996.0,31.490626207570646
13103,汚水,200.0,1996.0,39.95924513263122
13104,汚水,200.0,1996.0,5.369406931870297
13105,汚水,200.0,1996.0,39.31803087578326
13106,汚水,200.0,1996.0,35.08823892572264
13107,汚水,200.0,1996.0,35.04603919455327
13108,汚水,200.0,1996.0,38.066922467504284
13109,汚水,200.0,1996.0,37.22672028972649
13110,汚水,200.0,1996.0,42.15455220817263
13111,汚水,250.0,1996.0,37.241400338318364
13113,汚水,200.0,1996.0,41.27436402101003
13114,汚水,200.0,1996.0,35.965334897889775
13115,汚水,200.0,1996.0,42.88365555816173
13116,汚水,200.0,1996.0,28.196124638956114
13117,汚水,200.0,1996.0,50.94566497056128
13118,汚水,200.0,1996.0,35.12940230208023
13119,汚水,200.0,1996.0,49.20276421769368
13121,汚水,200.0,1996.0,28.91000321351723
13122,汚水,200.0,1996.0,34.567237001532
13123,汚水,200.0,1996.0,28.834030796215178
13124,汚水,200.0,1996.0,25.614762393467906
13125,汚水,200.0,1996.0,57.366933201600126
13126,汚水,200.0,1996.0,39.701081602918585
13127,汚水,200.0,1996.0,12.335222819230138
13128,汚水,200.0,1996.0,16.490133842623596
13131,汚水,200.0,1996.0,28.11214025453637
13132,汚水,200.0,1996.0,27.85578012167916
13133,汚水,200.0,1996.0,40.24932757433817
13134,汚水,200.0,1996.0,28.31533376111078
13135,汚水,200.0,1996.0,27.98580056703135
13136,汚水,200.0,1996.0,13.180906420773434
13137,汚水,200.0,1996.0,28.02235465663362
13139,汚水,200.0,1996.0,41.48617824566736
13140,汚水,200.0,1996.0,50.081412120728736
13141,汚水,200.0,1996.0,34.96689129496846
13142,汚水,200.0,1996.0,22.351091917531065
13143,汚水,200.0,1996.0,28.801933676102788
13144,汚水,200.0,1996.0,24.94022844839617
13145,汚水,200.0,1996.0,33.00233977589598
13146,汚水,200.0,1996.0,34.15352621830402
5382,雨水,600.0,,4.9053870787072125
5383,雨水,600.0,,18.06587076065845
5384,雨水,,,21.379723917885936
5385,雨水,,,36.567668906284126
5386,雨水,500.0,,53.72077450363013
5387,雨水,900.0,,2.782469950468423
5388,雨水,1500.0,,68.25560382479459
5389,雨水,2000.0,,39.28612077439173
5390,雨水,2000.0,2009.0,64.33034781979462
5391,雨水,600.0,,55.11330016896738
5392,雨水,900.0,,2.7886982546992285
5393,雨水,1000.0,,61.56501173438092
5394,雨水,1000.0,,3.3882201369081812
5395,雨水,500.0,,5.32256265801081
5396,雨水,2300.0,,25.290580150427576
5397,雨水,2300.0,,5.3145687156487815
5398,雨水,500.0,2007.0,68.52617910906766
5399,雨水,1500.0,2009.0,67.59164799077995
5400,雨水,500.0,2009.0,34.96945742428888
5401,雨水,500.0,2009.0,1.883572154556434
5402,雨水,1500.0,2009.0,54.64912850069156
5403,雨水,1500.0,1999.0,50.16632857418191
5404,雨水,1500.0,1999.0,96.76081942301249
5405,雨水,1800.0,1999.0,187.21071322792906
5406,雨水,1800.0,,46.66984433680742
5407,雨水,300.0,,30.183993249252307
5408,雨水,700.0,,30.499647593239498
5409,雨水,700.0,,74.58800275381735
5410,雨水,700.0,,47.271642848332746
5411,雨水,700.0,,34.51979711088189
5412,雨水,1200.0,,81.76495144196798
5413,雨水,900.0,,20.832977208677185
5414,雨水,1200.0,,38.36943738003919
5415,雨水,1200.0,,15.349922859330743
5417,雨水,800.0,,59.87281033909759
5418,雨水,800.0,,43.079863147453544
5419,雨水,1000.0,,33.69455872978861
5420,雨水,1000.0,,48.85597108991582
5421,雨水,400.0,,11.418989121571087
5422,雨水,700.0,2001.0,11.88353682868662
5423,雨水,1200.0,2001.0,40.22842636714006
5424,雨水,1100.0,2001.0,2.448690758682112
5425,雨水,900.0,2001.0,2.2926207147916657
5426,雨水,700.0,2002.0,30.17110976058075
5427,雨水,700.0,2002.0,8.321719405982156
5428,雨水,350.0,2004.0,60.96224218971135
5429,汚水,200.0,1995.0,49.53656168408787
5430,汚水,200.0,1995.0,26.6597453696351
5431,汚水,200.0,1995.0,33.04477676784151
5432,汚水,200.0,1995.0,33.35529775785362
5433,汚水,200.0,1995.0,27.30452579924595
5434,汚水,200.0,1995.0,28.97949005651344
5435,汚水,200.0,1995.0,4.18221015494103
5436,汚水,200.0,1995.0,28.283705319091638
5437,汚水,200.0,1995.0,31.813731242486313
5438,汚水,200.0,1995.0,34.92337544765162
5439,汚水,200.0,1995.0,22.147382950550764
5440,汚水,200.0,1995.0,26.657259183425875
5441,汚水,200.0,1995.0,30.8458608766504
5442,汚水,200.0,1995.0,5.5987497052997615
5443,汚水,200.0,1995.0,32.290219312331445
5444,汚水,200.0,1995.0,39.21177524631368
5445,汚水,200.0,1995.0,28.767998828627753
5446,汚水,200.0,1995.0,36.24816402065225
5447,汚水,200.0,1995.0,20.114481771715425
5448,汚水,200.0,1995.0,32.708263896185464
5449,汚水,200.0,1995.0,19.333715690722887
5450,汚水,200.0,1995.0,49.7457694086623
5451,汚水,200.0,1995.0,20.862231780394023
5452,汚水,200.0,1995.0,4.904507263622596
5453,汚水,250.0,1990.0,35.67612139050184
5454,汚水,250.0,1995.0,11.67226301446697
5455,汚水,250.0,1995.0,20.54215145998544
5456,汚水,200.0,1995.0,17.62563993650744
5457,汚水,250.0,1995.0,40.030805356414696
5458,汚水,250.0,1995.0,15.514735569950357
5460,汚水,200.0,1995.0,16.364804106238605
5461,汚水,200.0,1995.0,28.920853367370146
5462,汚水,200.0,2008.0,7.478262629053246
5463,汚水,200.0,1995.0,5.075073737939557
5466,汚水,200.0,1995.0,14.383236311267565
5467,汚水,200.0,1995.0,4.37614284753278
5468,汚水,200.0,1995.0,14.771615790803532
5469,汚水,200.0,1995.0,35.024255468439975
5470,汚水,200.0,1995.0,29.582902941183868
5471,汚水,200.0,1995.0,17.62074689308914
5472,汚水,200.0,1995.0,40.20460623506181
5473,汚水,200.0,1995.0,9.60006542570476
5474,汚水,200.0,1995.0,38.37969626223884
5475,汚水,200.0,1995.0,38.90442457956824
5476,汚水,200.0,1995.0,18.585015794869435
5477,汚水,200.0,1995.0,23.998150518312915
5478,汚水,200.0,1995.0,4.126515386542406
5479,汚水,200.0,1995.0,27.348424614515196
5480,汚水,200.0,1995.0,27.436458186352173
