SAUID,system,dia_mm,road_up,road_dn,length_m
10833,雨水,500.0,建設省,建設省,63.94920998956132
2824,汚水,150.0,愛知県,愛知県,63.619799425316195
8366,汚水,150.0,建設省,建設省,63.41558979036821
11722,雨水,1200.0,建設省,建設省,62.615056492096
1370,汚水,200.0,愛知県,愛知県,61.46514190344296
19917,雨水,2000.0,建設省,建設省,61.09219544791449
7629,汚水,300.0,愛知県,愛知県,60.90183497641948
10570,汚水,250.0,愛知県,愛知県,60.74176995629468
1368,汚水,200.0,愛知県,愛知県,60.33087341859925
14691,汚水,150.0,建設省,建設省,60.09451873015829
5803,雨水,600.0,愛知県,愛知県,59.95561564946873
5417,雨水,800.0,建設省,建設省,59.87281033909759
20097,雨水,800.0,建設省,建設省,59.859292345729926
7630,汚水,200.0,愛知県,愛知県,59.85538577558973
7447,汚水,400.0,愛知県,愛知県,59.577853782017655
17389,汚水,200.0,愛知県,愛知県,58.80746070059996
17388,汚水,200.0,愛知県,愛知県,58.7456471987363
8141,汚水,150.0,建設省,建設省,58.60280938271776
1418,汚水,200.0,愛知県,愛知県,58.216718574740305
1371,汚水,200.0,愛知県,愛知県,57.99106570542246
20098,雨水,800.0,建設省,建設省,57.86024532735918
10334,汚水,200.0,愛知県,愛知県,57.841448197891694
17357,汚水,200.0,愛知県,愛知県,57.78899249995341
182,汚水,200.0,愛知県,愛知県,57.56400617389939
13218,汚水,150.0,建設省,建設省,57.47853789373311
2209,汚水,300.0,愛知県,愛知県,57.25174619771675
7448,汚水,200.0,愛知県,愛知県,57.19878156843492
14761,汚水,150.0,建設省,建設省,56.05707226733174
14763,汚水,150.0,建設省,建設省,56.038641255284986
6372,汚水,150.0,建設省,建設省,55.87690276102232
6889,汚水,150.0,愛知県,愛知県,55.66331352854889
1163,汚水,200.0,愛知県,愛知県,55.65053894376781
6895,汚水,200.0,愛知県,愛知県,55.64153764760893
171,汚水,400.0,愛知県,愛知県,55.55302672805305
3464,汚水,250.0,愛知県,愛知県,55.26911747011279
10886,雨水,600.0,愛知県,愛知県,54.81839109605377
8234,汚水,150.0,建設省,建設省,54.60133558713497
8231,汚水,150.0,建設省,建設省,54.3130358856253
5303,雨水,800.0,建設省,建設省,54.18614982345768
11730,雨水,1200.0,建設省,建設省,54.05597450786161
19980,雨水,700.0,建設省,建設省,53.97179106461298
13216,汚水,150.0,建設省,建設省,53.892569578210725
11769,汚水,200.0,愛知県,愛知県,53.876815450781265
6118,雨水,900.0,愛知県,愛知県,53.762883704921016
10326,汚水,300.0,愛知県,愛知県,53.67629427723052
14754,汚水,150.0,建設省,建設省,53.60669936722475
10835,雨水,500.0,建設省,建設省,52.57228470492527
1269,汚水,150.0,愛知県,愛知県,52.43281075191856
2216,汚水,200.0,愛知県,愛知県,52.41264889164602
9233,汚水,200.0,愛知県,愛知県,52.376244201757935
10989,汚水,200.0,建設省,建設省,52.035411052008946
20069,雨水,1500.0,建設省,建設省,51.864140884963625
8753,汚水,200.0,愛知県,愛知県,51.844124036160245
17761,汚水,200.0,愛知県,愛知県,51.669778240765744
10574,汚水,250.0,愛知県,愛知県,51.50848257696031
11002,汚水,200.0,建設省,建設省,51.136200040656966
20067,雨水,1500.0,建設省,建設省,50.90653485333015
5317,雨水,600.0,建設省,建設省,50.86547706195293
3461,汚水,250.0,愛知県,愛知県,50.85749287172971
11003,汚水,200.0,建設省,建設省,50.85584879209783
14833,汚水,200.0,建設省,建設省,50.61113405219857
4004,汚水,200.0,愛知県,愛知県,50.56761154042827
2411,汚水,600.0,愛知県,愛知県,50.53204004892851
11001,汚水,200.0,建設省,建設省,50.47440487890891
17444,汚水,200.0,建設省,建設省,50.344206775386205
6305,汚水,150.0,建設省,建設省,50.29222839167854
9096,汚水,200.0,建設省,建設省,50.193344317863286
10993,汚水,200.0,建設省,建設省,49.94933552024102
5549,汚水,200.0,建設省,建設省,49.90661003477296
17793,汚水,200.0,建設省,建設省,49.901047668874696
5290,汚水,200.0,愛知県,愛知県,49.90029151704625
1422,汚水,200.0,愛知県,愛知県,49.888056720093324
10988,汚水,200.0,建設省,建設省,49.844827537553414
10996,汚水,200.0,建設省,建設省,49.84044108397441
10994,汚水,200.0,建設省,建設省,49.805644080275776
5450,汚水,200.0,愛知県,愛知県,49.7457694086623
10319,汚水,250.0,愛知県,愛知県,49.738294568441205
10312,汚水,250.0,愛知県,愛知県,49.72891213049998
17387,汚水,200.0,愛知県,愛知県,49.708816012139465
1513,汚水,150.0,愛知県,愛知県,49.69451505356972
6894,汚水,200.0,愛知県,愛知県,49.63973111332303
9236,汚水,200.0,愛知県,愛知県,49.612821004831986
9103,汚水,200.0,建設省,建設省,49.558244874358664
1445,汚水,150.0,愛知県,愛知県,49.55315378118319
5429,汚水,200.0,愛知県,愛知県,49.53656168408787
13344,汚水,200.0,愛知県,愛知県,49.50494293438021
17390,汚水,200.0,愛知県,愛知県,49.35425312104228
14769,汚水,150.0,建設省,建設省,49.095257407476055
7149,汚水,200.0,愛知県,愛知県,49.00264442047905
10325,汚水,300.0,愛知県,愛知県,48.96282022083938
7129,汚水,200.0,愛知県,愛知県,48.95038453763275
5420,雨水,1000.0,建設省,建設省,48.85597108991582
4845,汚水,200.0,愛知県,愛知県,48.81742401550073
176,汚水,200.0,愛知県,愛知県,48.529620941878605
10308,汚水,250.0,愛知県,愛知県,48.349317091359296
11000,汚水,200.0,建設省,建設省,48.32709690871195
13221,汚水,150.0,建設省,建設省,48.09236173681539
13212,汚水,150.0,建設省,建設省,48.034932714758504
5318,雨水,700.0,建設省,建設省,47.76423390665125
17442,汚水,200.0,建設省,建設省,47.616611019610154
6879,汚水,250.0,愛知県,愛知県,47.20846595778664
17445,汚水,200.0,建設省,建設省,47.08180406056844
10572,汚水,250.0,愛知県,愛知県,47.04738392108206
9095,汚水,200.0,建設省,建設省,47.02627884704957
180,汚水,200.0,愛知県,愛知県,46.95019250625567
10984,汚水,200.0,愛知県,愛知県,46.93739913859774
9291,汚水,250.0,愛知県,愛知県,46.86167378317515
17273,汚水,200.0,愛知県,愛知県,46.70549179086705
7642,汚水,200.0,愛知県,愛知県,46.62882235645489
10327,汚水,300.0,愛知県,愛知県,46.56351940829373
7498,汚水,200.0,愛知県,愛知県,46.446604896536556
20537,雨水,800.0,愛知県,愛知県,46.26789708245386
8960,汚水,500.0,愛知県,愛知県,46.26604499835345
10571,汚水,250.0,愛知県,愛知県,46.18086461075531
7329,汚水,200.0,愛知県,愛知県,46.12376531848263
9290,汚水,250.0,愛知県,愛知県,45.96318064439793
5025,汚水,200.0,愛知県,愛知県,45.9328045280809
2235,汚水,200.0,愛知県,愛知県,45.61612699662186
2236,汚水,200.0,愛知県,愛知県,45.54265514321977
5304,雨水,800.0,建設省,建設省,45.53577951968903
9193,汚水,200.0,建設省,建設省,45.38694970311606
6503,汚水,200.0,建設省,建設省,45.33341367965372
17451,汚水,200.0,建設省,建設省,45.32401875425654
7367,汚水,200.0,愛知県,愛知県,45.25729588822906
5293,汚水,200.0,愛知県,愛知県,45.256119809065424
5291,汚水,200.0,愛知県,愛知県,45.16279726489798
7641,汚水,200.0,愛知県,愛知県,45.103511859973736
1233,汚水,200.0,愛知県,愛知県,45.04171481628146
178,汚水,200.0,愛知県,愛知県,45.02328919728542
17443,汚水,200.0,建設省,建設省,44.93395943194894
5292,汚水,200.0,愛知県,愛知県,44.88974038189661
2214,汚水,200.0,愛知県,愛知県,44.64651961380205
19979,雨水,600.0,建設省,建設省,44.64155740168986
1419,汚水,200.0,愛知県,愛知県,44.61360665677233
1363,汚水,200.0,愛知県,愛知県,44.59425514903107
7368,汚水,200.0,愛知県,愛知県,44.56880671318364
10311,汚水,250.0,愛知県,愛知県,44.56542231945088
19677,汚水,200.0,愛知県,愛知県,44.33263079248877
7330,汚水,200.0,愛知県,愛知県,44.30394369921352
9294,汚水,250.0,愛知県,愛知県,44.262609361719555
17449,汚水,200.0,建設省,建設省,44.23120622058101
17450,汚水,200.0,建設省,建設省,44.11307544726944
4008,汚水,200.0,愛知県,愛知県,44.006662337871894
14694,汚水,150.0,建設省,建設省,43.97369077787525
7148,汚水,200.0,愛知県,愛知県,43.77605535150872
8345,汚水,150.0,建設省,建設省,43.70915186511293
6151,雨水,600.0,愛知県,愛知県,43.6869070488246
13210,汚水,150.0,建設省,建設省,43.67065871524334
6149,雨水,600.0,愛知県,愛知県,43.66389223458138
2692,汚水,200.0,愛知県,愛知県,43.583484793482164
10322,汚水,300.0,愛知県,愛知県,43.20557087539974
5418,雨水,800.0,建設省,建設省,43.079863147453544
10309,汚水,250.0,愛知県,愛知県,43.05669711745988
1364,汚水,200.0,愛知県,愛知県,42.97140686030142
2416,汚水,200.0,愛知県,愛知県,42.961396031563915
10336,汚水,200.0,愛知県,愛知県,42.83774476440423
8349,汚水,150.0,建設省,建設省,42.83314473509918
10992,汚水,200.0,建設省,建設省,42.819060300202054
10893,雨水,800.0,愛知県,愛知県,42.817247013575106
9051,汚水,300.0,愛知県,愛知県,42.81670392193072
17713,汚水,200.0,愛知県,愛知県,42.79616775282539
6369,汚水,150.0,建設省,建設省,42.75443526141984
10320,汚水,300.0,愛知県,愛知県,42.7060876198131
17791,汚水,200.0,建設省,建設省,42.64919945796076
6150,雨水,600.0,愛知県,愛知県,42.63963002591081
7509,汚水,200.0,愛知県,愛知県,42.59966874288231
6148,雨水,450.0,愛知県,愛知県,42.5400063205037
5724,雨水,600.0,愛知県,愛知県,42.4291306096371
174,汚水,200.0,愛知県,愛知県,42.35975574144632
7625,汚水,200.0,愛知県,愛知県,42.31382654941076
9221,汚水,200.0,建設省,建設省,42.19295804291879
6494,汚水,150.0,建設省,建設省,42.00387921466216
1420,汚水,200.0,愛知県,愛知県,41.998156185368536
4318,汚水,300.0,愛知県,愛知県,41.89088152410856
10335,汚水,200.0,愛知県,愛知県,41.73651093735943
11451,雨水,1500.0,愛知県,愛知県,41.726060471658556
7328,汚水,200.0,愛知県,愛知県,41.5494810655646
19993,雨水,500.0,建設省,建設省,41.531866519961355
10896,雨水,800.0,愛知県,愛知県,41.48894293728404
17455,汚水,200.0,建設省,建設省,41.45173819787083
2823,汚水,150.0,愛知県,愛知県,41.41110504237122
6880,汚水,250.0,愛知県,愛知県,41.34546602269452
10894,雨水,800.0,愛知県,愛知県,41.287273135262936
10885,雨水,600.0,愛知県,愛知県,41.25727038583208
10895,雨水,800.0,愛知県,愛知県,41.19151697205429
10884,雨水,600.0,愛知県,愛知県,41.12413227908046
