SAUID,sewer_type,length_m,mouth_share,mouth_m,near_m,middle_m
5249,汚水,11.268566174796069,0.887,10.0,1.27,0.0
5250,汚水,12.50011363577669,0.8,10.0,2.5,0.0
5251,汚水,15.506808259551516,0.645,10.0,5.51,0.0
5252,汚水,65.31902642810574,0.153,10.0,10.0,45.32
5253,汚水,62.48003341295153,0.16,10.0,10.0,42.48
5254,汚水,35.846046941833755,0.279,10.0,10.0,15.85
5255,汚水,15.602216345552867,0.641,10.0,5.6,0.0
5256,汚水,34.77723325125437,0.288,10.0,10.0,14.78
5257,汚水,18.97567035205831,0.527,10.0,8.98,0.0
5258,汚水,34.6693501881208,0.288,10.0,10.0,14.67
5259,汚水,63.130968805541436,0.158,10.0,10.0,43.13
5260,汚水,49.926355660396425,0.2,10.0,10.0,29.93
5261,汚水,6.801441737370141,1.0,6.8,0.0,0.0
5262,汚水,37.40675855335337,0.267,10.0,10.0,17.41
5263,汚水,36.37703695464853,0.275,10.0,10.0,16.38
5264,汚水,13.746665499700558,0.727,10.0,3.75,0.0
5267,汚水,45.116292459721414,0.222,10.0,10.0,25.12
5268,汚水,39.29319601816151,0.254,10.0,10.0,19.29
5269,汚水,29.149386025097424,0.343,10.0,10.0,9.15
5270,汚水,34.691604286253025,0.288,10.0,10.0,14.69
5271,汚水,35.522719919515964,0.282,10.0,10.0,15.52
5272,汚水,8.48413251348626,1.0,8.48,0.0,0.0
5273,汚水,6.60303048149951,1.0,6.6,0.0,0.0
5274,汚水,27.3745596260329,0.365,10.0,10.0,7.37
5275,汚水,5.221410584175549,1.0,5.22,0.0,0.0
5276,汚水,24.656338357625454,0.406,10.0,10.0,4.66
5277,汚水,30.813088372072144,0.325,10.0,10.0,10.81
5278,汚水,29.09906561158741,0.344,10.0,10.0,9.1
5279,汚水,34.600141796279495,0.289,10.0,10.0,14.6
5280,汚水,34.43416891356625,0.29,10.0,10.0,14.43
5281,汚水,25.476484303443293,0.393,10.0,10.0,5.48
5282,汚水,60.15000070479458,0.166,10.0,10.0,40.15
5283,汚水,48.82376895037737,0.205,10.0,10.0,28.82
5284,汚水,5.567596193396362,1.0,5.57,0.0,0.0
5285,汚水,5.437668757193812,1.0,5.44,0.0,0.0
5286,汚水,35.282767056577754,0.283,10.0,10.0,15.28
5287,汚水,8.162085153330457,1.0,8.16,0.0,0.0
5288,汚水,5.905327432057362,1.0,5.91,0.0,0.0
5289,汚水,14.803144083800078,0.676,10.0,4.8,0.0
5290,汚水,49.90029151704625,0.2,10.0,10.0,29.9
5291,汚水,45.16279726489798,0.221,10.0,10.0,25.16
5292,汚水,44.88974038189661,0.223,10.0,10.0,24.89
5293,汚水,45.256119809065424,0.221,10.0,10.0,25.26
5294,汚水,39.827489669166496,0.251,10.0,10.0,19.83
5295,雨水,76.43717068470339,0.131,10.0,10.0,56.44
5296,雨水,16.09185851296585,0.621,10.0,6.09,0.0
5297,雨水,18.54834073249195,0.539,10.0,8.55,0.0
5298,雨水,58.674155517071696,0.17,10.0,10.0,38.67
5299,雨水,18.570968438424746,0.538,10.0,8.57,0.0
5300,雨水,59.162405884571555,0.169,10.0,10.0,39.16
5302,雨水,14.184415177745075,0.705,10.0,4.18,0.0
5303,雨水,54.18614982345768,0.185,10.0,10.0,34.19
5304,雨水,45.53577951968903,0.22,10.0,10.0,25.54
5305,雨水,9.8921837641743,1.0,9.89,0.0,0.0
5306,雨水,61.17389189148773,0.163,10.0,10.0,41.17
5307,雨水,5.517596689283632,1.0,5.52,0.0,0.0
5308,雨水,104.70337858643654,0.096,10.0,10.0,84.7
5310,雨水,97.94892842328082,0.102,10.0,10.0,77.95
5311,雨水,28.10337365635942,0.356,10.0,10.0,8.1
5312,雨水,93.59717441240487,0.107,10.0,10.0,73.6
5313,雨水,10.27710492058193,0.973,10.0,0.28,0.0
5315,雨水,3.726960610480919,1.0,3.73,0.0,0.0
5316,雨水,40.344364431695766,0.248,10.0,10.0,20.34
5317,雨水,50.86547706195293,0.197,10.0,10.0,30.87
5318,雨水,47.76423390665125,0.209,10.0,10.0,27.76
5319,雨水,90.11667553521964,0.111,10.0,10.0,70.12
5320,雨水,11.552615434484746,0.866,10.0,1.55,0.0
5321,雨水,55.137981623585475,0.181,10.0,10.0,35.14
5322,雨水,70.00842137835436,0.143,10.0,10.0,50.01
5323,雨水,28.14896932559765,0.355,10.0,10.0,8.15
5324,雨水,20.181196679835498,0.496,10.0,10.0,0.18
5325,雨水,13.875792102279291,0.721,10.0,3.88,0.0
5326,雨水,22.964100290283497,0.435,10.0,10.0,2.96
5327,雨水,30.36308746755724,0.329,10.0,10.0,10.36
5328,雨水,30.09299999999348,0.332,10.0,10.0,10.09
5329,雨水,30.718169454023727,0.326,10.0,10.0,10.72
5330,雨水,19.858120903911146,0.504,10.0,9.86,0.0
5331,雨水,18.97919349937903,0.527,10.0,8.98,0.0
5332,雨水,18.93875821146564,0.528,10.0,8.94,0.0
5333,雨水,44.56123239273433,0.224,10.0,10.0,24.56
5334,雨水,45.050606484177905,0.222,10.0,10.0,25.05
5335,雨水,80.99631835106244,0.123,10.0,10.0,61.0
5336,雨水,81.95732615060957,0.122,10.0,10.0,61.96
5337,雨水,12.412967651410353,0.806,10.0,2.41,0.0
5338,雨水,9.030664574599912,1.0,9.03,0.0,0.0
5339,雨水,21.752208077006692,0.46,10.0,10.0,1.75
5340,雨水,46.47774636174596,0.215,10.0,10.0,26.48
5341,雨水,44.804444989427544,0.223,10.0,10.0,24.8
5342,雨水,10.246605518932444,0.976,10.0,0.25,0.0
5343,雨水,34.29104739160541,0.292,10.0,10.0,14.29
5344,雨水,28.938728490543006,0.346,10.0,10.0,8.94
5345,雨水,40.10794634685772,0.249,10.0,10.0,20.11
5346,雨水,57.63720436917462,0.173,10.0,10.0,37.64
5347,雨水,26.9860002697303,0.371,10.0,10.0,6.99
5348,雨水,46.23367198798707,0.216,10.0,10.0,26.23
5349,雨水,45.77615546384649,0.218,10.0,10.0,25.78
5350,雨水,42.620970328792694,0.235,10.0,10.0,22.62
5351,雨水,43.941387378257396,0.228,10.0,10.0,23.94
5352,雨水,48.252696922323366,0.207,10.0,10.0,28.25
5353,雨水,46.398620086509915,0.216,10.0,10.0,26.4
5354,雨水,56.3901113772254,0.177,10.0,10.0,36.39
5355,雨水,34.89779750295931,0.287,10.0,10.0,14.9
5356,雨水,23.644132542513006,0.423,10.0,10.0,3.64
5357,雨水,30.20096076222401,0.331,10.0,10.0,10.2
5358,雨水,87.65404832613031,0.114,10.0,10.0,67.65
5359,雨水,17.292438708274425,0.578,10.0,7.29,0.0
5360,雨水,13.244178021051368,0.755,10.0,3.24,0.0
5361,雨水,34.00470956535935,0.294,10.0,10.0,14.0
5362,雨水,46.44826358727349,0.215,10.0,10.0,26.45
5363,雨水,46.60284552385451,0.215,10.0,10.0,26.6
5364,雨水,36.28318596530212,0.276,10.0,10.0,16.28
5365,雨水,37.40459953854312,0.267,10.0,10.0,17.4
5366,雨水,14.526955696196389,0.688,10.0,4.53,0.0
5367,雨水,50.43273401054494,0.198,10.0,10.0,30.43
5368,雨水,63.233392776675466,0.158,10.0,10.0,43.23
5369,雨水,42.162234363599055,0.237,10.0,10.0,22.16
5370,雨水,1.8786636895749886,1.0,1.88,0.0,0.0
5371,雨水,46.43475770257899,0.215,10.0,10.0,26.43
5372,雨水,40.86445033001524,0.245,10.0,10.0,20.86
5373,雨水,4.892927387479185,1.0,4.89,0.0,0.0
5374,雨水,51.94228728887996,0.193,10.0,10.0,31.94
5376,雨水,50.44169061817542,0.198,10.0,10.0,30.44
5377,雨水,47.30178375112917,0.211,10.0,10.0,27.3
5378,雨水,44.01466363529453,0.227,10.0,10.0,24.01
5379,雨水,53.248336636556225,0.188,10.0,10.0,33.25
5380,雨水,52.05995442092432,0.192,10.0,10.0,32.06
12825,汚水,14.736616103533935,0.679,10.0,4.74,0.0
12826,汚水,49.70639045107515,0.201,10.0,10.0,29.71
12827,汚水,21.074973966460792,0.474,10.0,10.0,1.07
12828,汚水,15.104674094760275,0.662,10.0,5.1,0.0
12829,汚水,34.89397101052594,0.287,10.0,10.0,14.89
12830,汚水,33.066714990195635,0.302,10.0,10.0,13.07
12831,汚水,32.79135044033076,0.305,10.0,10.0,12.79
12832,汚水,39.27658728337864,0.255,10.0,10.0,19.28
12833,汚水,5.368950340819912,1.0,5.37,0.0,0.0
12834,汚水,23.937654513801093,0.418,10.0,10.0,3.94
12835,汚水,14.067454810560449,0.711,10.0,4.07,0.0
12836,汚水,26.123403929601164,0.383,10.0,10.0,6.12
12837,汚水,38.409039786483916,0.26,10.0,10.0,18.41
12838,汚水,18.213823307913525,0.549,10.0,8.21,0.0
12839,汚水,30.01778309283818,0.333,10.0,10.0,10.02
12840,汚水,34.01161720085087,0.294,10.0,10.0,14.01
12841,汚水,38.070993135168806,0.263,10.0,10.0,18.07
12842,汚水,39.6232164203272,0.252,10.0,10.0,19.62
12843,汚水,19.989503803129157,0.5,10.0,9.99,0.0
12844,汚水,28.029617710654342,0.357,10.0,10.0,8.03
12845,汚水,11.008836004959393,0.908,10.0,1.01,0.0
12846,汚水,45.16387493515598,0.221,10.0,10.0,25.16
12847,汚水,47.283349855852066,0.211,10.0,10.0,27.28
12848,汚水,14.815491298552224,0.675,10.0,4.82,0.0
12849,汚水,31.057671065674114,0.322,10.0,10.0,11.06
12850,汚水,14.910617901515128,0.671,10.0,4.91,0.0
12851,汚水,32.61410242897646,0.307,10.0,10.0,12.61
12852,汚水,6.124846524646616,1.0,6.12,0.0,0.0
12853,汚水,14.226974575702648,0.703,10.0,4.23,0.0
12854,汚水,42.04188089165377,0.238,10.0,10.0,22.04
12855,汚水,4.553296097958283,1.0,4.55,0.0,0.0
12856,汚水,27.21137488513483,0.367,10.0,10.0,7.21
12857,汚水,31.2586164122373,0.32,10.0,10.0,11.26
12858,汚水,50.827536074712036,0.197,10.0,10.0,30.83
12859,汚水,22.263140405976195,0.449,10.0,10.0,2.26
12860,汚水,5.104666568411933,1.0,5.1,0.0,0.0
12861,汚水,2.5256115716112006,1.0,2.53,0.0,0.0
12862,汚水,4.813008586390313,1.0,4.81,0.0,0.0
12864,汚水,40.016832608948626,0.25,10.0,10.0,20.02
12865,汚水,49.60624745236796,0.202,10.0,10.0,29.61
12866,汚水,39.22689058676589,0.255,10.0,10.0,19.23
12867,汚水,5.4381227759139055,1.0,5.44,0.0,0.0
12868,汚水,77.58249608194832,0.129,10.0,10.0,57.58
12869,汚水,23.876349512897875,0.419,10.0,10.0,3.88
12870,汚水,14.854096954220934,0.673,10.0,4.85,0.0
12871,汚水,34.049596485453854,0.294,10.0,10.0,14.05
12872,汚水,6.2441991359081985,1.0,6.24,0.0,0.0
12873,汚水,37.014199141957896,0.27,10.0,10.0,17.01
12874,汚水,14.140028591038432,0.707,10.0,4.14,0.0
12875,汚水,10.510445998669962,0.951,10.0,0.51,0.0
12876,汚水,31.73597830399558,0.315,10.0,10.0,11.74
12877,汚水,28.871885987328355,0.346,10.0,10.0,8.87
12878,汚水,13.29101882790109,0.752,10.0,3.29,0.0
12879,汚水,23.987517892071924,0.417,10.0,10.0,3.99
12880,汚水,17.469791192854206,0.572,10.0,7.47,0.0
12881,汚水,20.721212059488085,0.483,10.0,10.0,0.72
12882,汚水,15.954698827713255,0.627,10.0,5.95,0.0
12883,汚水,26.62246998010753,0.376,10.0,10.0,6.62
12884,汚水,8.09980545670319,1.0,8.1,0.0,0.0
12885,汚水,43.303169092548345,0.231,10.0,10.0,23.3
12886,汚水,47.397310662165324,0.211,10.0,10.0,27.4
12887,汚水,22.374829658995054,0.447,10.0,10.0,2.37
12889,汚水,7.9247743158552755,1.0,7.92,0.0,0.0
12891,汚水,24.95929145985912,0.401,10.0,10.0,4.96
12892,汚水,26.92633681771708,0.371,10.0,10.0,6.93
12893,汚水,33.12161806561984,0.302,10.0,10.0,13.12
12894,汚水,33.15104897233718,0.302,10.0,10.0,13.15
12895,汚水,8.461244564384314,1.0,8.46,0.0,0.0
12896,汚水,5.2846445167426,1.0,5.28,0.0,0.0
12897,汚水,2.2210559517281636,1.0,2.22,0.0,0.0
12898,汚水,15.59215548812887,0.641,10.0,5.59,0.0
12899,汚水,17.07372836648784,0.586,10.0,7.07,0.0
12900,汚水,18.310779908480953,0.546,10.0,8.31,0.0
12901,汚水,22.58869503024104,0.443,10.0,10.0,2.59
12902,汚水,16.476297551402105,0.607,10.0,6.48,0.0
12903,汚水,14.690295725006898,0.681,10.0,4.69,0.0
12904,汚水,8.459495259757704,1.0,8.46,0.0,0.0
12905,汚水,5.554441644753449,1.0,5.55,0.0,0.0
12906,汚水,19.151926268823445,0.522,10.0,9.15,0.0
12907,汚水,23.909531450511242,0.418,10.0,10.0,3.91
12908,汚水,25.548019087601038,0.391,10.0,10.0,5.55
12909,汚水,7.9888651659366845,1.0,7.99,0.0,0.0
12910,汚水,43.855317783546354,0.228,10.0,10.0,23.86
12911,汚水,27.25089707156925,0.367,10.0,10.0,7.25
12912,汚水,28.959223429723522,0.345,10.0,10.0,8.96
12913,汚水,4.718798951940446,1.0,4.72,0.0,0.0
12914,汚水,37.17883914115289,0.269,10.0,10.0,17.18
12915,汚水,27.78714040939029,0.36,10.0,10.0,7.79
12916,汚水,26.53573384327789,0.377,10.0,10.0,6.54
12917,汚水,9.360041152092615,1.0,9.36,0.0,0.0
12918,汚水,26.801624758897248,0.373,10.0,10.0,6.8
12919,汚水,28.09271517720165,0.356,10.0,10.0,8.09
12920,汚水,47.772995453812186,0.209,10.0,10.0,27.77
12921,汚水,18.841523559026875,0.531,10.0,8.84,0.0
12922,汚水,5.562924498793251,1.0,5.56,0.0,0.0
12923,汚水,12.859252765068383,0.778,10.0,2.86,0.0
12924,汚水,37.76367076079505,0.265,10.0,10.0,17.76
12926,汚水,18.21786904423474,0.549,10.0,8.22,0.0
12927,汚水,21.502203286014204,0.465,10.0,10.0,1.5
12928,汚水,36.86566150834657,0.271,10.0,10.0,16.87
12929,汚水,17.51273319669773,0.571,10.0,7.51,0.0
12930,汚水,15.618996377089449,0.64,10.0,5.62,0.0
12931,汚水,4.903094433392685,1.0,4.9,0.0,0.0
12932,汚水,23.17910833041541,0.431,10.0,10.0,3.18
12933,汚水,18.856209229877603,0.53,10.0,8.86,0.0
12934,汚水,14.966809483686355,0.668,10.0,4.97,0.0
12935,汚水,5.2530867728792225,1.0,5.25,0.0,0.0
12936,汚水,20.40236314667169,0.49,10.0,10.0,0.4
12937,汚水,20.63592265864175,0.485,10.0,10.0,0.64
12938,汚水,29.0645013108763,0.344,10.0,10.0,9.06
12939,汚水,48.89739817030556,0.205,10.0,10.0,28.9
12940,汚水,23.447908531379152,0.426,10.0,10.0,3.45
12941,汚水,43.32057640486924,0.231,10.0,10.0,23.32
12942,汚水,7.427840735125579,1.0,7.43,0.0,0.0
12943,汚水,37.876186065528664,0.264,10.0,10.0,17.88
12944,汚水,23.08190583647727,0.433,10.0,10.0,3.08
12945,汚水,8.71359870206802,1.0,8.71,0.0,0.0
12947,汚水,26.966780168459305,0.371,10.0,10.0,6.97
12948,汚水,32.245453125726385,0.31,10.0,10.0,12.25
12949,汚水,21.152285195312277,0.473,10.0,10.0,1.15
12950,汚水,38.90160254977024,0.257,10.0,10.0,18.9
12951,汚水,30.088668098000834,0.332,10.0,10.0,10.09
12952,汚水,9.193684642280672,1.0,9.19,0.0,0.0
12953,汚水,39.248657287358114,0.255,10.0,10.0,19.25
12954,汚水,30.81914029743965,0.324,10.0,10.0,10.82
12955,汚水,15.634078502714074,0.64,10.0,5.63,0.0
12956,汚水,28.81973919712144,0.347,10.0,10.0,8.82
12957,汚水,62.891951280374904,0.159,10.0,10.0,42.89
12958,汚水,28.447967482623273,0.352,10.0,10.0,8.45
12959,汚水,32.70827573177339,0.306,10.0,10.0,12.71
12960,汚水,92.82740354100021,0.108,10.0,10.0,72.83
12962,汚水,32.3167650659653,0.309,10.0,10.0,12.32
12963,汚水,9.334713036379334,1.0,9.33,0.0,0.0
12964,汚水,9.20717853692219,1.0,9.21,0.0,0.0
12965,汚水,17.060986054995716,0.586,10.0,7.06,0.0
12966,汚水,8.138611702819567,1.0,8.14,0.0,0.0
12967,汚水,11.116425025433907,0.9,10.0,1.12,0.0
12968,汚水,19.110618548133267,0.523,10.0,9.11,0.0
12969,汚水,28.3728460507912,0.352,10.0,10.0,8.37
12970,汚水,60.506460719525194,0.165,10.0,10.0,40.51
12971,汚水,4.590642692644301,1.0,4.59,0.0,0.0
12972,汚水,30.687813546083856,0.326,10.0,10.0,10.69
12974,汚水,39.94359092774284,0.25,10.0,10.0,19.94
12975,汚水,9.128605032979996,1.0,9.13,0.0,0.0
12977,汚水,31.098999063981726,0.322,10.0,10.0,11.1
12978,汚水,11.70927819671182,0.854,10.0,1.71,0.0
12979,汚水,7.549284139369841,1.0,7.55,0.0,0.0
12980,汚水,24.74884549474441,0.404,10.0,10.0,4.75
12981,汚水,19.149319746776552,0.522,10.0,9.15,0.0
12982,汚水,7.758867232846296,1.0,7.76,0.0,0.0
12983,汚水,2.9615498486260026,1.0,2.96,0.0,0.0
12984,汚水,4.67759204933305,1.0,4.68,0.0,0.0
12985,汚水,19.437382748951794,0.514,10.0,9.44,0.0
12986,汚水,32.61686001134595,0.307,10.0,10.0,12.62
12987,汚水,25.471622012610183,0.393,10.0,10.0,5.47
12988,汚水,15.062385976552202,0.664,10.0,5.06,0.0
12989,汚水,18.03818286364596,0.554,10.0,8.04,0.0
12990,汚水,27.6111978613508,0.362,10.0,10.0,7.61
12991,汚水,31.05545641220088,0.322,10.0,10.0,11.06
12992,汚水,2.8643136041951482,1.0,2.86,0.0,0.0
12993,汚水,17.506759942493623,0.571,10.0,7.51,0.0
12994,汚水,31.07528719470986,0.322,10.0,10.0,11.08
12995,汚水,4.703302278065945,1.0,4.7,0.0,0.0
12996,汚水,32.68156186113455,0.306,10.0,10.0,12.68
12997,汚水,36.81423510785044,0.272,10.0,10.0,16.81
12998,汚水,5.001305817565913,1.0,5.0,0.0,0.0
12999,汚水,17.878778829894983,0.559,10.0,7.88,0.0
13000,汚水,38.09506732761785,0.263,10.0,10.0,18.1
13001,汚水,11.115876232783519,0.9,10.0,1.12,0.0
13002,汚水,10.083815428370244,0.992,10.0,0.08,0.0
13003,汚水,18.822295006282637,0.531,10.0,8.82,0.0
13005,汚水,21.961414512862763,0.455,10.0,10.0,1.96
13007,汚水,49.68691231880384,0.201,10.0,10.0,29.69
13009,汚水,35.044716163052485,0.285,10.0,10.0,15.04
13011,汚水,56.297652016450414,0.178,10.0,10.0,36.3
13012,汚水,56.916520755425225,0.176,10.0,10.0,36.92
13014,汚水,50.98278523582202,0.196,10.0,10.0,30.98
13015,汚水,3.992274267318606,1.0,3.99,0.0,0.0
13016,汚水,10.475552616080446,0.955,10.0,0.48,0.0
13017,汚水,23.7760841717672,0.421,10.0,10.0,3.78
13018,汚水,36.865125561234144,0.271,10.0,10.0,16.87
13019,汚水,56.65545508890916,0.177,10.0,10.0,36.66
13020,汚水,7.621128165029936,1.0,7.62,0.0,0.0
13021,汚水,26.77281019558472,0.374,10.0,10.0,6.77
13022,汚水,53.59729435250297,0.187,10.0,10.0,33.6
13023,汚水,33.950153126119964,0.295,10.0,10.0,13.95
13024,汚水,21.347775695108524,0.468,10.0,10.0,1.35
13025,汚水,26.266571431979017,0.381,10.0,10.0,6.27
13026,汚水,63.013764833414726,0.159,10.0,10.0,43.01
13027,汚水,13.706776575390236,0.73,10.0,3.71,0.0
13028,汚水,48.1875178614948,0.208,10.0,10.0,28.19
13029,汚水,52.927498962767366,0.189,10.0,10.0,32.93
13030,汚水,49.56232549382816,0.202,10.0,10.0,29.56
13033,汚水,49.10639152764658,0.204,10.0,10.0,29.11
13034,汚水,50.663853955899015,0.197,10.0,10.0,30.66
13035,汚水,48.13375603357036,0.208,10.0,10.0,28.13
13036,汚水,34.38900476431207,0.291,10.0,10.0,14.39
13037,汚水,44.45904838833676,0.225,10.0,10.0,24.46
13038,汚水,50.29375345858463,0.199,10.0,10.0,30.29
13039,汚水,47.077053801684976,0.212,10.0,10.0,27.08
13040,汚水,4.050960102485379,1.0,4.05,0.0,0.0
13041,汚水,31.31008205717326,0.319,10.0,10.0,11.31
13042,汚水,26.696729397469564,0.375,10.0,10.0,6.7
13043,汚水,33.98579143868648,0.294,10.0,10.0,13.99
13045,汚水,40.52552488248963,0.247,10.0,10.0,20.53
13046,汚水,39.33469311343053,0.254,10.0,10.0,19.33
13047,汚水,40.5101617889013,0.247,10.0,10.0,20.51
13048,汚水,45.994469085023916,0.217,10.0,10.0,25.99
13049,汚水,45.611052039678036,0.219,10.0,10.0,25.61
13050,汚水,29.724884187944763,0.336,10.0,10.0,9.72
13051,汚水,28.986093438537328,0.345,10.0,10.0,8.99
13053,汚水,34.75957968026749,0.288,10.0,10.0,14.76
13054,汚水,23.165252156211835,0.432,10.0,10.0,3.17
13055,汚水,21.92126109641614,0.456,10.0,10.0,1.92
13056,汚水,31.14641481158515,0.321,10.0,10.0,11.15
13057,汚水,26.18022620407238,0.382,10.0,10.0,6.18
13058,汚水,26.491950694369827,0.377,10.0,10.0,6.49
13059,汚水,40.26230993637348,0.248,10.0,10.0,20.26
13061,汚水,27.216034985834654,0.367,10.0,10.0,7.22
13062,汚水,30.512370582402323,0.328,10.0,10.0,10.51
13064,汚水,46.1356662144363,0.217,10.0,10.0,26.14
13066,汚水,32.036591658793235,0.312,10.0,10.0,12.04
13067,汚水,35.688669246384784,0.28,10.0,10.0,15.69
13068,汚水,33.11409746701284,0.302,10.0,10.0,13.11
13069,汚水,37.545868412453345,0.266,10.0,10.0,17.55
13072,汚水,75.1486651324666,0.133,10.0,10.0,55.15
13073,汚水,28.180630514618233,0.355,10.0,10.0,8.18
13074,汚水,30.003083528823897,0.333,10.0,10.0,10.0
13075,汚水,50.42507783154316,0.198,10.0,10.0,30.43
13076,汚水,41.90864687723763,0.239,10.0,10.0,21.91
13077,汚水,46.119451238730385,0.217,10.0,10.0,26.12
13078,汚水,42.180708962550916,0.237,10.0,10.0,22.18
13079,汚水,38.26880186795267,0.261,10.0,10.0,18.27
13081,汚水,38.964761345727425,0.257,10.0,10.0,18.96
13082,汚水,40.94185519580876,0.244,10.0,10.0,20.94
13083,汚水,44.80263759892077,0.223,10.0,10.0,24.8
13084,汚水,45.965140861197526,0.218,10.0,10.0,25.97
13085,汚水,41.30385448024648,0.242,10.0,10.0,21.3
13086,汚水,39.490844605715544,0.253,10.0,10.0,19.49
13087,汚水,25.783400569384668,0.388,10.0,10.0,5.78
13088,汚水,47.836817508966384,0.209,10.0,10.0,27.84
13089,汚水,50.03187305693124,0.2,10.0,10.0,30.03
13090,汚水,49.903777593471276,0.2,10.0,10.0,29.9
13091,汚水,46.10831162151995,0.217,10.0,10.0,26.11
13092,汚水,47.03849377327577,0.213,10.0,10.0,27.04
13093,汚水,45.769978923775064,0.218,10.0,10.0,25.77
13094,汚水,49.968486067517524,0.2,10.0,10.0,29.97
13096,汚水,48.45567275480238,0.206,10.0,10.0,28.46
13097,汚水,43.150799457236644,0.232,10.0,10.0,23.15
13098,汚水,43.15560155330854,0.232,10.0,10.0,23.16
13099,汚水,43.064061346648536,0.232,10.0,10.0,23.06
13100,汚水,6.458489635075479,1.0,6.46,0.0,0.0
13101,汚水,31.83343960476782,0.314,10.0,10.0,11.83
13102,汚水,31.490626207570646,0.318,10.0,10.0,11.49
13103,汚水,39.95924513263122,0.25,10.0,10.0,19.96
13104,汚水,5.369406931870297,1.0,5.37,0.0,0.0
13105,汚水,39.31803087578326,0.254,10.0,10.0,19.32
13106,汚水,35.08823892572264,0.285,10.0,10.0,15.09
13107,汚水,35.04603919455327,0.285,10.0,10.0,15.05
13108,汚水,38.066922467504284,0.263,10.0,10.0,18.07
13109,汚水,37.22672028972649,0.269,10.0,10.0,17.23
13110,汚水,42.15455220817263,0.237,10.0,10.0,22.15
13111,汚水,37.241400338318364,0.269,10.0,10.0,17.24
13113,汚水,41.27436402101003,0.242,10.0,10.0,21.27
13114,汚水,35.965334897889775,0.278,10.0,10.0,15.97
13115,汚水,42.88365555816173,0.233,10.0,10.0,22.88
13116,汚水,28.196124638956114,0.355,10.0,10.0,8.2
13117,汚水,50.94566497056128,0.196,10.0,10.0,30.95
13118,汚水,35.12940230208023,0.285,10.0,10.0,15.13
13119,汚水,49.20276421769368,0.203,10.0,10.0,29.2
13121,汚水,28.91000321351723,0.346,10.0,10.0,8.91
13122,汚水,34.567237001532,0.289,10.0,10.0,14.57
13123,汚水,28.834030796215178,0.347,10.0,10.0,8.83
13124,汚水,25.614762393467906,0.39,10.0,10.0,5.61
13125,汚水,57.366933201600126,0.174,10.0,10.0,37.37
13126,汚水,39.701081602918585,0.252,10.0,10.0,19.7
13127,汚水,12.335222819230138,0.811,10.0,2.34,0.0
13128,汚水,16.490133842623596,0.606,10.0,6.49,0.0
13131,汚水,28.11214025453637,0.356,10.0,10.0,8.11
13132,汚水,27.85578012167916,0.359,10.0,10.0,7.86
13133,汚水,40.24932757433817,0.248,10.0,10.0,20.25
13134,汚水,28.31533376111078,0.353,10.0,10.0,8.32
13135,汚水,27.98580056703135,0.357,10.0,10.0,7.99
13136,汚水,13.180906420773434,0.759,10.0,3.18,0.0
13137,汚水,28.02235465663362,0.357,10.0,10.0,8.02
13139,汚水,41.48617824566736,0.241,10.0,10.0,21.49
13140,汚水,50.081412120728736,0.2,10.0,10.0,30.08
13141,汚水,34.96689129496846,0.286,10.0,10.0,14.97
13142,汚水,22.351091917531065,0.447,10.0,10.0,2.35
13143,汚水,28.801933676102788,0.347,10.0,10.0,8.8
13144,汚水,24.94022844839617,0.401,10.0,10.0,4.94
13145,汚水,33.00233977589598,0.303,10.0,10.0,13.0
13146,汚水,34.15352621830402,0.293,10.0,10.0,14.15
5382,雨水,4.9053870787072125,1.0,4.91,0.0,0.0
5383,雨水,18.06587076065845,0.554,10.0,8.07,0.0
5384,雨水,21.379723917885936,0.468,10.0,10.0,1.38
5385,雨水,36.567668906284126,0.273,10.0,10.0,16.57
5386,雨水,53.72077450363013,0.186,10.0,10.0,33.72
5387,雨水,2.782469950468423,1.0,2.78,0.0,0.0
5388,雨水,68.25560382479459,0.147,10.0,10.0,48.26
5389,雨水,39.28612077439173,0.255,10.0,10.0,19.29
5390,雨水,64.33034781979462,0.155,10.0,10.0,44.33
5391,雨水,55.11330016896738,0.181,10.0,10.0,35.11
5392,雨水,2.7886982546992285,1.0,2.79,0.0,0.0
5393,雨水,61.56501173438092,0.162,10.0,10.0,41.57
5394,雨水,3.3882201369081812,1.0,3.39,0.0,0.0
5395,雨水,5.32256265801081,1.0,5.32,0.0,0.0
5396,雨水,25.290580150427576,0.395,10.0,10.0,5.29
5397,雨水,5.3145687156487815,1.0,5.31,0.0,0.0
5398,雨水,68.52617910906766,0.146,10.0,10.0,48.53
5399,雨水,67.59164799077995,0.148,10.0,10.0,47.59
5400,雨水,34.96945742428888,0.286,10.0,10.0,14.97
5401,雨水,1.883572154556434,1.0,1.88,0.0,0.0
5402,雨水,54.64912850069156,0.183,10.0,10.0,34.65
5403,雨水,50.16632857418191,0.199,10.0,10.0,30.17
5404,雨水,96.76081942301249,0.103,10.0,10.0,76.76
5405,雨水,187.21071322792906,0.053,10.0,10.0,167.21
5406,雨水,46.66984433680742,0.214,10.0,10.0,26.67
5407,雨水,30.183993249252307,0.331,10.0,10.0,10.18
5408,雨水,30.499647593239498,0.328,10.0,10.0,10.5
5409,雨水,74.58800275381735,0.134,10.0,10.0,54.59
5410,雨水,47.271642848332746,0.212,10.0,10.0,27.27
5411,雨水,34.51979711088189,0.29,10.0,10.0,14.52
5412,雨水,81.76495144196798,0.122,10.0,10.0,61.76
