# 出典: 半田市「水道管路等データ」(CC-BY 4.0)を加工して作成
# 本ファイルは手法デモの試算値。ml_pred_urgent は合成の緊急度ラベル(緊急度Ⅱ以上相当か否か)による参考値であり実測に基づく評価ではない
SAUID,sewer_type,sekou_year,age_filled,age_imputed,kanshu,mat_family,kankei_mm,dokaburi_up_m,length_m,service_ratio,p_deterioration,consequence,risk_score,priority_rank,ml_inspected,ml_pred_urgent,terrain_name,coast_dist_m,avs30,soft_ground,double_risk
19636,雨水,,35.0,True,ヒューム管,ヒューム管,600.0,0.84,39.36,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,False,0.3702,砂礫質台地,2537.1,394.6,False,False
20052,雨水,,35.0,True,ヒューム管,ヒューム管,600.0,0.55,3.86,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,False,0.3038,三角州・海岸低地,2157.8,202.8,True,True
20047,雨水,,35.0,True,ヒューム管,ヒューム管,600.0,0.3,64.95,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,False,0.3676,干拓地,1909.6,236.3,True,True
11723,雨水,,35.0,True,ヒューム管,ヒューム管,800.0,2.744,37.79,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,False,0.1387,三角州・海岸低地,2565.8,207.5,True,True
10891,雨水,,35.0,True,ヒューム管,ヒューム管,800.0,2.434,26.74,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,True,0.2585,丘陵,3607.9,347.3,False,False
10895,雨水,,35.0,True,ヒューム管,ヒューム管,800.0,2.464,41.19,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,False,0.265,丘陵,3691.3,347.3,False,False
10892,雨水,,35.0,True,ヒューム管,ヒューム管,800.0,2.404,20.31,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,False,0.3176,丘陵,3621.8,347.3,False,False
11878,雨水,,35.0,True,ヒューム管,ヒューム管,800.0,1.284,79.2,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,True,0.306,干拓地,731.3,224.8,True,True
10889,雨水,,35.0,True,ヒューム管,ヒューム管,800.0,2.342,26.73,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,True,0.5243,丘陵,3576.2,347.3,False,False
5791,雨水,,35.0,True,ヒューム管,ヒューム管,800.0,1.306,7.86,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,False,0.3497,三角州・海岸低地,1819.6,207.5,True,True
5725,雨水,,35.0,True,ヒューム管,ヒューム管,600.0,0.0,9.79,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,False,0.3421,三角州・海岸低地,1803.7,207.5,True,True
10890,雨水,,35.0,True,ヒューム管,ヒューム管,800.0,2.344,27.46,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,False,0.4784,丘陵,3591.9,347.3,False,False
19640,雨水,,35.0,True,ヒューム管,ヒューム管,800.0,1.924,45.31,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,False,0.3188,砂礫質台地,2494.5,398.8,False,False
19607,雨水,,35.0,True,ヒューム管,ヒューム管,800.0,2.614,40.25,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,False,0.0987,砂礫質台地,2354.1,398.8,False,False
19606,雨水,,35.0,True,ヒューム管,ヒューム管,800.0,2.394,116.48,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,False,0.2452,砂礫質台地,2406.0,398.8,False,False
19605,雨水,,35.0,True,ヒューム管,ヒューム管,800.0,1.534,24.43,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,False,0.3357,砂礫質台地,2446.6,398.8,False,False
20054,雨水,,35.0,True,ヒューム管,ヒューム管,600.0,0.75,65.19,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,False,0.3577,三角州・海岸低地,2233.7,202.8,True,True
19609,雨水,,35.0,True,ヒューム管,ヒューム管,800.0,1.634,42.37,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,True,0.3208,砂礫質台地,2286.6,398.8,False,False
19610,雨水,,35.0,True,ヒューム管,ヒューム管,800.0,2.314,17.09,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,False,0.2245,砂礫質台地,2272.2,398.8,False,False
22434,雨水,,35.0,True,ヒューム管･推進管,ヒューム管,800.0,2.77,56.03,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,False,0.0968,三角州・海岸低地,2500.9,207.5,True,True
11897,雨水,,35.0,True,ヒューム管,ヒューム管,800.0,1.074,4.61,0.7777777777777778,0.20860852732604496,0.8,0.1669,A,False,0.3048,干拓地,570.8,220.6,True,True
